,材料,试批号,实验屈服值,实验抗拉值,实验伸长率,牌号,钢种,出炉温度,加热时间,板坯厚度,中间坯厚度,粗轧压下率,精轧开轧温度,终轧温度,成品厚度,粗轧压缩比,精轧压缩比,C,Si,Mn,AlT,Nb,V,Ti,Ni,Cu,Cr,Mo,P,S,Ceq,Pcm,温度差
211,1418L24600,1LL032518500,310,438,31,SS400,ZA4D6100,1187,11872,264,90,0.177,905,847,36.1,2.933,2.493,0.16,0.18,0.37,0.043,0.001,0,0.005,0.04,0.04,0.09,0.02,0.02,0.0118,0.249,0.581833333,58
212,1427Q07A00,1LL036207700,359,458,17.5,SS400,ZA4D6100,1232,13221,264,75,0.273,1071,810,9.7,3.52,7.732,0.17,0.19,0.36,0.039,0,0,0.002,0.02,0.03,0.03,0.01,0.012,0.005,0.241333333,0.5685,261
213,1427Q10A00,1LL036207800,289,442,27,SS400,ZA4D6100,1229,13242,264,75,0.216,1107,842,9.7,3.52,7.732,0.17,0.19,0.36,0.039,0,0,0.002,0.02,0.03,0.03,0.01,0.012,0.005,0.241333333,0.5685,265
214,1504L48800,1LL037700700,394,453,25,SS400,ZA4D6100,1210,12569,264,70,0.203,1089,871,9.7,3.771,7.216,0.16,0.16,0.37,0.033,0.001,0,0.002,0.02,0.04,0.04,0.01,0.01,0.0046,0.235666667,0.578,218
215,1504L52800,1LL037700800,321,434,26,SS400,ZA4D6100,1216,12217,264,70,0.209,1114,847,9.7,3.771,7.216,0.16,0.16,0.37,0.033,0.001,0,0.002,0.02,0.04,0.04,0.01,0.01,0.0046,0.235666667,0.578,267
216,1504L57600,1LL037700900,348,439,26.5,SS400,ZA4D6100,1209,12471,264,70,0.271,991,838,19.7,3.771,3.553,0.16,0.16,0.37,0.033,0.001,0,0.002,0.02,0.04,0.04,0.01,0.01,0.0046,0.235666667,0.578,153
217,1520P60500,1LL043781900,330,450,30,SS400,ZF4H6100,1202,16016,264,90,0.266,896,836,31.2,2.933,2.885,0.16,0.13,0.9,0.024,0.012,0.001,0.011,0.02,0.04,0.04,0,0.02,0.0055,0.3222,1.106433333,60
218,1523N73C00,1LL044782300,368,468,22,SS400,ZF4H6100,1216,13653,264,75,0.238,1103,831,9.35,3.52,8.021,0.17,0.1,0.55,0.043,0,0,0.002,0.01,0.03,0.05,0.01,0.01,0.0092,0.276333333,0.7565,272
219,1525L96400,1LL045179300,344,464,28.5,SS400,ZF4H6100,1197,15034,264,90,0.236,868,794,31.2,2.933,2.885,0.16,0.09,0.52,0.04,0.001,0,0.002,0.02,0.04,0.04,0.01,0.02,0.0042,0.260666667,0.725666667,74
220,1525L98300,1LL045179400,299,444,29.5,SS400,ZF4H6100,1192,14745,264,89.99,0.28,866,809,35.2,2.934,2.557,0.16,0.09,0.52,0.04,0.001,0,0.002,0.02,0.04,0.04,0.01,0.02,0.0042,0.260666667,0.725666667,57
221,1527L36300,1LL045741900,320,467,30.5,SS400,ZA4G8100,1181,13326,264,89.99,0.294,896,851,35.2,2.934,2.557,0.15,0.21,0.89,0.038,0.002,0.001,0.005,0.02,0.04,0.06,0.01,0.019,0.0021,0.316533333,1.090766667,45
222,1605M55G00,1LL049106400,344,460,30,SS400,ZF4H6100,1227,14084,264,80,0.202,1099,825,9.5,3.3,8.421,0.15,0.11,0.53,0.036,0,0,0.002,0.02,0.06,0.05,0,0.016,0.0035,0.253666667,0.746166667,274
223,1610Q55100,1LL050145600,302,446,28.5,SS400,ZF4H6100,1173,13375,222,89.99,0.197,860,821,31.5,2.467,2.857,0.18,0.12,0.54,0.021,0.001,0,0.002,0.07,0.04,0.06,0.01,0.02,0.0048,0.291333333,0.767666667,39
224,1627N88200,1LL056825600,394,505,29,SS400,ZA4D6100,1227,11486,150,90,0.197,861,820,36.1,1.667,2.493,0.15,0.16,1.09,0.025,0.002,0.002,0.003,0.01,0.03,0.05,0,0.018,0.004,0.344733333,1.278033333,41
225,1628Q16500,1LL056913400,404,503,31,SS400,ZF4H6100,1201,12270,260,90,0.248,867,810,31.5,2.889,2.857,0.12,0.18,0.8,0.043,0.002,0.001,0.002,0.02,0.03,0.04,0.01,0.009,0.0028,0.266866667,0.958766667,57
226,1630M23500,1LL057513200,309,442,27,SS400,ZF4H6100,1168,13572,264,60,0.342,936,831,15.4,4.4,3.896,0.15,0.12,0.57,0.031,0.002,0,0.003,0.02,0.03,0.04,0.01,0.018,0.0058,0.258333333,0.756666667,105
227,1630R01500,1LL057535000,338,479,28,SS400,EF4R5200,1214,16920,264,80,0.267,1020,857,20.2,3.3,3.96,0.15,0.2,1.11,0.041,0.002,0.002,0.003,0.01,0.03,0.06,0.01,0.015,0.0063,0.352066667,1.300533333,163
228,1630R03600,1LL057536000,390,490,27,SS400,ZF4H7100,1203,13218,264,70,0.231,925,816,19.2,3.771,3.646,0.13,0.13,0.61,0.026,0.001,0,0.003,0.02,0.03,0.04,0.01,0.014,0.0038,0.245,0.777,109
229,1706P42200,1LL059671500,329,467,31,SS400,ZF4H6100,1203,12113,264,80,0.25,900,836,27.5,3.3,2.909,0.16,0.15,0.94,0.031,0.012,0.001,0.014,0.02,0.05,0.04,0,0.02,0.0055,0.329533333,1.1571,64
230,1707L85300,1LL059750900,323,448,23,SS400,ZF4H6100,1202,11948,222,65,0.296,971,839,15.25,3.415,4.262,0.15,0.08,0.58,0.033,0.002,0,0.001,0.02,0.03,0.04,0.01,0.015,0.0043,0.26,0.765333333,132
231,1707L69200,1LL059751000,317,435,28,SS400,ZF4H6100,1203,12495,222,80,0.21,930,820,27,2.775,2.963,0.15,0.08,0.58,0.033,0.002,0,0.001,0.02,0.03,0.04,0.01,0.015,0.0043,0.26,0.765333333,110
232,1707N25400,1LL059752000,367,462,24.5,SS400,ZF4H6100,1220,16164,222,60,0.304,984,810,12.2,3.7,4.918,0.16,0.11,0.52,0.038,0.001,0,0.001,0.03,0.04,0.04,0.01,0.015,0.0044,0.261333333,0.726333333,174
233,1708N13400,1LL059752100,338,451,27,SS400,ZF4H6100,1225,12063,222,70,0.239,1011,817,13.5,3.171,5.185,0.16,0.11,0.52,0.038,0.001,0,0.001,0.03,0.04,0.04,0.01,0.015,0.0044,0.261333333,0.726333333,194
234,1711M30600,1LL061103700,327,457,29.5,SS400,ZF4H6100,1191,13116,264,69.99,0.216,959,815,19.4,3.772,3.608,0.16,0.13,0.53,0.026,0.001,0,0.002,0.02,0.04,0.05,0.01,0.013,0.0013,0.264333333,0.7375,144
235,1711M25600,1LL061103800,308,438,31.5,SS400,ZF4H6100,1183,13214,264,70,0.235,917,816,24.4,3.771,2.869,0.16,0.13,0.53,0.026,0.001,0,0.002,0.02,0.04,0.05,0.01,0.013,0.0013,0.264333333,0.7375,101
236,1803N71400,1LL067782200,319,462,29.5,SS400,ZF4H6100,1187,12561,264,79.99,0.248,885,843,31.2,3.3,2.564,0.16,0.12,0.53,0.036,0.001,0.001,0.002,0.03,0.04,0.03,0.01,0.021,0.0118,0.2612,0.736266667,42
237,1803N77400,1LL067782300,323,454,29,SS400,ZF4H6100,1220,17464,264,90,0.251,906,837,35.5,2.933,2.535,0.16,0.12,0.53,0.036,0.001,0.001,0.002,0.03,0.04,0.03,0.01,0.021,0.0118,0.2612,0.736266667,69
238,1803N78400,1LL067782400,325,447,32,SS400,ZF4H6100,1219,17630,264,90,0.237,906,838,35.6,2.933,2.528,0.16,0.12,0.53,0.036,0.001,0.001,0.002,0.03,0.04,0.03,0.01,0.021,0.0118,0.2612,0.736266667,68
239,1804M61700,1LL067783000,364,455,28,SS400,ZF4H6100,1171,12534,264,60,0.337,1021,835,15.4,4.4,3.896,0.15,0.1,0.54,0.029,0.002,0,0.003,0.03,0.03,0.05,0.01,0.014,0.0011,0.256,0.7265,186
240,1804M59600,1LL067783100,355,455,26,SS400,ZF4H6100,1213,15052,264,70,0.226,979,820,19.4,3.771,3.608,0.15,0.1,0.54,0.029,0.002,0,0.003,0.03,0.03,0.05,0.01,0.014,0.0011,0.256,0.7265,159
241,1804M54800,1LL067783200,327,447,30.5,SS400,ZF4H6100,1213,14828,264,70,0.234,962,828,24.4,3.771,2.869,0.15,0.1,0.54,0.029,0.002,0,0.003,0.03,0.03,0.05,0.01,0.014,0.0011,0.256,0.7265,134
242,1804M52500,1LL067783300,306,435,24.5,SS400,ZF4H6100,1190,14501,264,80,0.293,869,822,31.5,3.3,2.54,0.15,0.1,0.54,0.029,0.002,0,0.003,0.03,0.03,0.05,0.01,0.014,0.0011,0.256,0.7265,47
243,1804P68A00,1LL069363700,373,445,28.5,SS400,ZF4H6100,1149.5,12074,264,60,0.337,1021,835,9.88,4.4,3.896,0.15,0.1,0.54,0.029,0.002,0,0.003,0.03,0.03,0.05,0.01,0.014,0.0011,0.256,0.7265,186
244,1810K85400,1LL070818100,321,441,27,SS400,ZF4H6100,1174,12386,264,90,0.239,886,852,35.2,2.933,2.557,0.15,0.12,0.55,0.041,0.001,0,0.002,0.02,0.04,0.04,0.01,0.014,0.0051,0.255666667,0.746666667,34
245,1813P62600,1LL072092200,363,456,28,SS400,ZA4D6100,1189,11002,264,65,0.211,990,868,15.7,4.062,4.14,0.15,0.11,0.6,0.035,0.006,0,0.004,0.04,0.04,0.05,0.02,0.015,0.0019,0.269333333,0.7975,122
246,1814P07E00,1LL072535100,354,455,29,SS400,ZA4D6100,1207,11148,264,75,0.263,1086,825,9.7,3.52,7.732,0.15,0.16,0.37,0.033,0.002,0,0.004,0.02,0.05,0.07,0.01,0.018,0.006,0.232333333,0.5795,261
247,1814P13E00,1LL072535200,354,450,22.5,SS400,ZA4D6100,1203,14297,264,80,0.236,1091,841,11.7,3.3,6.838,0.15,0.16,0.37,0.033,0.002,0,0.004,0.02,0.05,0.07,0.01,0.018,0.006,0.232333333,0.5795,250
248,1815P33300,1LL072860700,348,475,32.5,SS400,EF4R5100,1176,13448,264,99.99,0.215,909,839,35.99,2.64,2.778,0.16,0.19,0.96,0.044,0.011,0.001,0.02,0.02,0.05,0.04,0.01,0.017,0.0056,0.334866667,1.1791,70
249,1820M86A00,1LL074271200,331,455,27,SS400,ZA4D6100,1202,11428,264,70,0.234,1026,832,13.7,3.771,5.109,0.17,0.17,0.36,0.033,0.002,0,0.001,0.02,0.03,0.13,0.01,0.018,0.0042,0.261333333,0.572833333,194
250,1820M90A00,1LL074271300,322,439,28,SS400,ZA4D6100,1206,11340,264,70,0.236,1042,826,13.7,3.771,5.109,0.17,0.17,0.36,0.033,0.002,0,0.001,0.02,0.03,0.13,0.01,0.018,0.0042,0.261333333,0.572833333,216
251,1820M92A00,1LL074271400,322,440,26,SS400,ZA4D6100,1203,11526,264,70,0.236,1029,817,13.7,3.771,5.109,0.17,0.17,0.36,0.033,0.002,0,0.001,0.02,0.03,0.13,0.01,0.018,0.0042,0.261333333,0.572833333,212
252,1820M94A00,1LL074271500,324,447,24,SS400,ZA4D6100,1204,11258,264,70,0.236,1021,823,13.7,3.771,5.109,0.17,0.17,0.36,0.033,0.002,0,0.001,0.02,0.03,0.13,0.01,0.018,0.0042,0.261333333,0.572833333,198
253,1820M95A00,1LL074272000,342,462,23.5,SS400,ZA4D6100,1177,11279,264,69.99,0.236,1000,819,13.7,3.772,5.109,0.16,0.16,0.36,0.033,0.002,0,0.001,0.02,0.03,0.13,0.01,0.017,0.0041,0.251333333,0.5625,181
254,1820M98A00,1LL074272100,333,457,29.5,SS400,ZA4D6100,1196,11599,264,70,0.23,1065,835,13.7,3.771,5.109,0.16,0.16,0.36,0.033,0.002,0,0.001,0.02,0.03,0.13,0.01,0.017,0.0041,0.251333333,0.5625,230
255,1820N00A00,1LL074272200,322,452,28,SS400,ZA4D6100,1195,11741,264,70,0.235,1054,882,13.7,3.771,5.109,0.16,0.16,0.36,0.033,0.002,0,0.001,0.02,0.03,0.13,0.01,0.017,0.0041,0.251333333,0.5625,172
256,1820N09A00,1LL074272800,305,440,29.5,SS400,ZA4D6100,1188,11545,264,70,0.234,1044,836,13.7,3.771,5.109,0.15,0.19,0.39,0.026,0.001,0,0.002,0.01,0.03,0.06,0.02,0.016,0.007,0.233666667,0.580666667,208
257,1820N11A00,1LL074272900,365,459,26.5,SS400,ZA4D6100,1198,11561,264,69.99,0.234,1053,869,13.7,3.772,5.109,0.15,0.19,0.39,0.026,0.001,0,0.002,0.01,0.03,0.06,0.02,0.016,0.007,0.233666667,0.580666667,184
258,1820N46A00,1LL074273000,368,464,26.5,SS400,ZA4D6100,1177,11708,264,70,0.232,1047,865,13.7,3.771,5.109,0.15,0.19,0.39,0.026,0.001,0,0.002,0.01,0.03,0.06,0.02,0.016,0.007,0.233666667,0.580666667,182
259,1820N48A00,1LL074273100,361,461,30,SS400,ZA4D6100,1192,11509,264,70,0.233,1049,869,13.7,3.771,5.109,0.15,0.19,0.39,0.026,0.001,0,0.002,0.01,0.03,0.06,0.02,0.016,0.007,0.233666667,0.580666667,180
260,1820N02A00,1LL074273600,360,471,30,SS400,ZA4D6100,1198,11881,264,70,0.221,1028,811,13.7,3.771,5.109,0.15,0.2,0.39,0.027,0.002,0,0.002,0.01,0.03,0.06,0.02,0.016,0.0065,0.233666667,0.581,217
261,1820N04A00,1LL074273700,358,450,28,SS400,ZA4D6100,1186,11786,264,88,0.22,1062,852,13.7,3,6.423,0.15,0.2,0.39,0.027,0.002,0,0.002,0.01,0.03,0.06,0.02,0.016,0.0065,0.233666667,0.581,210
262,1820N06A00,1LL074273800,344,455,26.5,SS400,ZA4D6100,1195,11850,264,70,0.227,1012,820,13.7,3.771,5.109,0.15,0.2,0.39,0.027,0.002,0,0.002,0.01,0.03,0.06,0.02,0.016,0.0065,0.233666667,0.581,192
263,1820N08A00,1LL074273900,325,448,29.5,SS400,ZA4D6100,1188,11478,264,69.99,0.233,1039,838,13.7,3.772,5.109,0.15,0.2,0.39,0.027,0.002,0,0.002,0.01,0.03,0.06,0.02,0.016,0.0065,0.233666667,0.581,201
264,1820N49A00,1LL074274400,333,456,27.5,SS400,ZA4D6100,1195,11836,264,69.99,0.23,1047,867,13.7,3.772,5.109,0.15,0.17,0.38,0.033,0.002,0,0.002,0.02,0.04,0.07,0.01,0.013,0.0052,0.233333333,0.579833333,180
265,1820N51800,1LL074274500,344,453,27.5,SS400,ZA4D6100,1198,11912,264,65,0.258,998,839,15.7,4.062,4.14,0.15,0.17,0.38,0.033,0.002,0,0.002,0.02,0.04,0.07,0.01,0.013,0.0052,0.233333333,0.579833333,159
266,1820N53800,1LL074274600,325,446,29.5,SS400,ZA4D6100,1202,12041,264,68,0.249,1000,837,15.7,3.882,4.331,0.15,0.17,0.38,0.033,0.002,0,0.002,0.02,0.04,0.07,0.01,0.013,0.0052,0.233333333,0.579833333,163
267,1820N56800,1LL074274700,375,465,27,SS400,ZA4D6100,1205,11973,264,67.99,0.252,1002,830,15.7,3.883,4.331,0.15,0.17,0.38,0.033,0.002,0,0.002,0.02,0.04,0.07,0.01,0.013,0.0052,0.233333333,0.579833333,172
268,1820N57800,1LL074275200,359,463,27,SS400,ZA4D6100,1200,11962,264,67.99,0.254,1001,832,15.7,3.883,4.331,0.16,0.19,0.37,0.038,0.001,0,0.001,0.01,0.03,0.07,0.01,0.012,0.0029,0.240333333,0.5705,169
269,1820N61800,1LL074275300,357,469,28,SS400,ZA4D6100,1205,12009,264,68,0.257,1002,831,15.7,3.882,4.331,0.16,0.19,0.37,0.038,0.001,0,0.001,0.01,0.03,0.07,0.01,0.012,0.0029,0.240333333,0.5705,171
270,1820N65800,1LL074275400,317,454,29,SS400,ZA4D6100,1183,14688,264,69.99,0.241,1004,835,15.7,3.772,4.458,0.16,0.19,0.37,0.038,0.001,0,0.001,0.01,0.03,0.07,0.01,0.012,0.0029,0.240333333,0.5705,169
271,1820N67800,1LL074276000,294,442,29.5,SS400,ZA4D6100,1183,14682,264,70,0.241,1002,842,15.7,3.771,4.459,0.16,0.2,0.36,0.032,0.001,0,0.002,0.02,0.03,0.07,0,0.018,0.008,0.237333333,0.560166667,160
272,1820P08800,1LL074276100,331,453,26.5,SS400,ZA4D6100,1162,14979,264,70,0.173,1002,860,15.7,3.771,4.459,0.16,0.2,0.36,0.032,0.001,0,0.002,0.02,0.03,0.07,0,0.018,0.008,0.237333333,0.560166667,142
273,1820P12800,1LL074276200,330,452,28.5,SS400,ZA4D6100,1182,15234,264,75,0.215,1004,844,15.7,3.52,4.777,0.16,0.2,0.36,0.032,0.001,0,0.002,0.02,0.03,0.07,0,0.018,0.008,0.237333333,0.560166667,160
274,1820P15800,1LL074276300,302,440,30,SS400,ZA4D6100,1172,15100,264,75,0.218,1002,827,15.7,3.52,4.777,0.16,0.2,0.36,0.032,0.001,0,0.002,0.02,0.03,0.07,0,0.018,0.008,0.237333333,0.560166667,175
275,1820P18800,1LL074276800,297,447,29,SS400,ZA4D6100,1171,15185,264,75,0.219,1003,834,15.7,3.52,4.777,0.16,0.19,0.36,0.031,0.001,0,0.001,0.02,0.03,0.03,0.01,0.012,0.0059,0.231333333,0.5585,169
276,1820P21800,1LL074276900,375,465,26,SS400,ZA4D6100,1181,15082,264,75,0.22,1001,828,15.7,3.52,4.777,0.16,0.19,0.36,0.031,0.001,0,0.001,0.02,0.03,0.03,0.01,0.012,0.0059,0.231333333,0.5585,173
277,1820P27800,1LL074277000,368,466,26.5,SS400,ZA4D6100,1172,15075,264,75,0.22,999,826,15.7,3.52,4.777,0.16,0.19,0.36,0.031,0.001,0,0.001,0.02,0.03,0.03,0.01,0.012,0.0059,0.231333333,0.5585,173
278,1820P29800,1LL074277100,369,463,27,SS400,ZA4D6100,1184,15002,264,75,0.22,1002,825,15.7,3.52,4.777,0.16,0.19,0.36,0.031,0.001,0,0.001,0.02,0.03,0.03,0.01,0.012,0.0059,0.231333333,0.5585,177
279,1820P33800,1LL074277600,341,456,29,SS400,ZA4D6100,1177,15087,264,75,0.219,1000,824,15.7,3.52,4.777,0.16,0.2,0.36,0.032,0.001,0,0.002,0.02,0.03,0.07,0,0.018,0.0087,0.237333333,0.560166667,176
280,1820P37800,1LL074277700,370,452,25,SS400,ZA4D6100,1186,15006,264,75,0.219,1001,836,15.7,3.52,4.777,0.16,0.2,0.36,0.032,0.001,0,0.002,0.02,0.03,0.07,0,0.018,0.0087,0.237333333,0.560166667,165
281,1820P41600,1LL074277800,336,453,27.5,SS400,ZA4D6100,1179,15004,264,65,0.26,986,838,19.7,4.062,3.299,0.16,0.2,0.36,0.032,0.001,0,0.002,0.02,0.03,0.07,0,0.018,0.0087,0.237333333,0.560166667,148
285,1820P74600,1LL074278700,355,451,29,SS400,ZA4D6100,1180,14784,264,68,0.254,989,837,19.7,3.882,3.452,0.16,0.19,0.37,0.04,0.001,0,0.001,0.02,0.04,0.03,0.01,0.015,0.0031,0.233666667,0.5785,152
286,1820P78600,1LL074279200,379,454,26,SS400,ZA4D6100,1170,12579,264,69.99,0.241,991,839,19.7,3.772,3.553,0.15,0.2,0.36,0.025,0.001,0,0.002,0.02,0.04,0.07,0.01,0.019,0.002,0.23,0.560833333,152
287,1820P80600,1LL074279300,351,446,27,SS400,ZA4D6100,1174,12619,264,72.99,0.203,924,821,19.9,3.617,3.668,0.15,0.2,0.36,0.025,0.001,0,0.002,0.02,0.04,0.07,0.01,0.019,0.002,0.23,0.560833333,103
288,1820P93600,1LL074279500,337,444,23,SS400,ZA4D6100,1172,12511,264,70,0.244,988,842,19.7,3.771,3.553,0.15,0.2,0.36,0.025,0.001,0,0.002,0.02,0.04,0.07,0.01,0.019,0.002,0.23,0.560833333,146
289,1820P95600,1LL074280000,345,451,23.5,SS400,ZA4D6100,1172,12501,264,70,0.242,980,826,19.7,3.771,3.553,0.15,0.17,0.4,0.045,0.001,0,0.002,0.02,0.03,0.07,0.01,0.014,0.0065,0.236,0.589833333,154
290,1820P99600,1LL074280100,373,470,23,SS400,ZA4D6100,1178,12479,264,69.99,0.245,991,838,19.7,3.772,3.553,0.15,0.17,0.4,0.045,0.001,0,0.002,0.02,0.03,0.07,0.01,0.014,0.0065,0.236,0.589833333,153
291,1820Q03600,1LL074280200,384,466,23.5,SS400,ZA4D6100,1178,12324,264,69.99,0.245,991,844,19.7,3.772,3.553,0.15,0.17,0.4,0.045,0.001,0,0.002,0.02,0.03,0.07,0.01,0.014,0.0065,0.236,0.589833333,147
292,1820Q08600,1LL074280800,333,440,24.5,SS400,ZA4D6100,1232,15377,264,69.99,0.229,963,836,19.9,3.772,3.517,0.16,0.21,0.38,0.033,0.001,0,0.001,0.02,0.04,0.07,0.01,0.014,0.0046,0.243333333,0.591166667,127
