,材料,试批号,实验屈服值,实验抗拉值,实验伸长率,牌号,钢种,出炉温度,加热时间,板坯厚度,中间坯厚度,粗轧压下率,精轧开轧温度,终轧温度,成品厚度,粗轧压缩比,精轧压缩比,C,Si,Mn,AlT,Nb,V,Ti,Ni,Cu,Cr,Mo,P,S,Ceq,Pcm,温度差
1604,1729P98200,1LL067187600,321,437,33,AB/A,ZF4H6100,1169,12119,264,69.99,0.238,975,840,24.2,3.772,2.892,0.16,0.13,0.53,0.044,0.001,0,0.002,0.02,0.03,0.04,0.01,0.015,0.0102,0.261666667,0.727,135
1605,1729Q00100,1LL067187700,350,452,31,AB/A,ZF4H6100,1175,12115,264,69.99,0.2,923,854,28.2,3.772,2.482,0.16,0.13,0.53,0.044,0.001,0,0.002,0.02,0.03,0.04,0.01,0.015,0.0102,0.261666667,0.727,69
1606,1729Q01100,1LL067187800,345,449,32.5,AB/A,ZF4H6100,1165,11816,264,69.99,0.204,936,850,28.2,3.772,2.482,0.16,0.13,0.53,0.044,0.001,0,0.002,0.02,0.03,0.04,0.01,0.015,0.0102,0.261666667,0.727,86
1607,1729Q06100,1LL067188200,321,440,33.5,AB/A,ZF4H6100,1166,11921,264,89.99,0.184,895,858,40.3,2.934,2.233,0.16,0.13,0.58,0.031,0.002,0,0.003,0.02,0.05,0.05,0.01,0.017,0.003,0.273333333,0.7975,37
1608,1729Q03200,1LL067188300,386,468,31.5,AB/A,ZF4H6100,1165,11425,264,70,0.254,899,804,30.3,3.771,2.31,0.16,0.13,0.58,0.031,0.002,0,0.003,0.02,0.05,0.05,0.01,0.017,0.003,0.273333333,0.7975,95
1609,1729Q07400,1LL067188400,315,442,33,AB/A,ZF4H6100,1187,10747,264,60,0.326,995,831,20.2,4.4,2.97,0.16,0.13,0.58,0.031,0.002,0,0.003,0.02,0.05,0.05,0.01,0.017,0.003,0.273333333,0.7975,164
1610,1729Q50300,1LL067188900,358,461,32,AB/A,ZF4H6100,1186,11244,264,70,0.283,1006,804,13.7,3.771,5.109,0.16,0.11,0.54,0.038,0.002,0,0.002,0.01,0.03,0.04,0.01,0.011,0.0043,0.262666667,0.736333333,202
1611,1729Q65600,1LL067189500,297,437,39,AB/A,ZF4H6100,1181,10884,264,55,0.257,1024,844,14.2,4.8,3.873,0.15,0.13,0.53,0.039,0.001,0,0.003,0.02,0.04,0.09,0.02,0.023,0.005,0.264333333,0.730166667,180
1612,1729Q70400,1LL067190200,381,471,29,AB/A,ZF4H6100,1182,13289,264,70,0.273,979,802,15.1,3.771,4.636,0.16,0.12,0.53,0.033,0.002,0,0.002,0.02,0.03,0.03,0,0.014,0.0022,0.257666667,0.7255,177
1613,1729Q70400,1LL067190400,365,466,33.5,AB/A,ZF4H6100,1182,13289,264,70,0.273,979,802,15.1,3.771,4.636,0.16,0.12,0.53,0.033,0.002,0,0.002,0.02,0.03,0.03,0,0.014,0.0022,0.257666667,0.7255,177
1614,1729Q81600,1LL067190900,394,467,30.5,AB/A,ZF4H6100,1170,11087,264,60,0.246,1014,832,15.1,4.4,3.974,0.15,0.12,0.57,0.046,0.002,0,0.002,0.02,0.03,0.03,0.01,0.015,0.0072,0.256333333,0.756166667,182
1615,1729Q81600,1LL067191000,371,464,32,AB/A,ZF4H6100,1170,11087,264,60,0.246,1014,832,15.1,4.4,3.974,0.15,0.12,0.57,0.046,0.002,0,0.002,0.02,0.03,0.03,0.01,0.015,0.0072,0.256333333,0.756166667,182
1616,1726S48320,1LL067207800,289,405,44,AB/A,EF4G7300,1210,13008,222,60,0.362,990,840,13.2,3.7,4.545,0.1,0.18,0.83,0.031,0.002,0.001,0.004,0.02,0.03,0.04,0.01,0.015,0.0031,0.251866667,0.968766667,150
1617,1726S48430,1LL067208000,293,407,46.5,AB/A,EF4G7300,1210,13008,222,60,0.362,990,840,13.2,3.7,4.545,0.1,0.18,0.83,0.031,0.002,0.001,0.004,0.02,0.03,0.04,0.01,0.015,0.0031,0.251866667,0.968766667,150
1618,1726S80400,1LL067210200,325,431,30,AB/A,ZF4H6100,1188,12815,222,60,0.393,963,853,20.2,3.7,2.97,0.15,0.11,0.53,0.03,0.001,0,0.003,0.02,0.04,0.03,0.01,0.012,0.0034,0.250333333,0.725833333,110
1619,1729R05500,1LL067341300,323,443,40,AB/A,ZF4H6100,1149.5,11419,264,60,0.265,1067,832,11.39,4.4,5.268,0.16,0.13,0.52,0.036,0.001,0,0.002,0.01,0.03,0.03,0,0.017,0.0031,0.255333333,0.715833333,235
1620,1729R19400,1LL067341900,373,467,31,AB/A,ZF4H6100,1187,11931,264,60,0.335,994,812,13.2,4.4,4.545,0.16,0.13,0.53,0.034,0.001,0,0.002,0.02,0.04,0.06,0.01,0.015,0.0076,0.266333333,0.738,182
1621,1729R24400,1LL067342000,339,456,39.5,AB/A,ZF4H6100,1201,11691,264,60,0.328,1041,850,13.2,4.4,4.545,0.16,0.13,0.53,0.034,0.001,0,0.002,0.02,0.04,0.06,0.01,0.015,0.0076,0.266333333,0.738,191
1622,1729R42300,1LL067342600,344,456,35.5,AB/A,ZF4H6100,1202,11588,264,60,0.291,1010,843,14.2,4.4,4.225,0.15,0.14,0.53,0.036,0.001,0,0.002,0.02,0.04,0.06,0.01,0.026,0.0069,0.256333333,0.728333333,167
1623,1729P22400,1LL067356400,334,446,35,AB/A,ZF4H6100,1149.5,11805,264,59.99,0.345,995,839,15.89,4.401,4.545,0.14,0.12,0.63,0.031,0.002,0,0.003,0.02,0.03,0.04,0.01,0.014,0.0066,0.258333333,0.806666667,156
1624,1730K14400,1LL067356500,343,451,38,AB/A,ZF4H6100,1201,12099,264,60,0.288,1023,833,14.2,4.4,4.225,0.16,0.13,0.52,0.038,0.001,0,0.001,0.02,0.03,0.04,0.01,0.014,0.0042,0.26,0.717,190
1625,1730K35500,1LL067357100,319,440,39,AB/A,ZF4H6100,1197,11872,264,70,0.257,965,848,15.1,3.771,4.636,0.16,0.14,0.54,0.032,0.001,0,0.002,0.02,0.03,0.03,0.01,0.012,0.0112,0.261333333,0.736833333,117
1626,1730K60400,1LL067357800,353,447,33.5,AB/A,ZF4H6100,1183,11927,264,70,0.247,923,820,28.2,3.771,2.482,0.16,0.13,0.52,0.032,0,0,0.002,0.02,0.03,0.03,0.01,0.008,0.0034,0.258,0.7165,103
1627,1730K59600,1LL067357900,292,437,34,AB/A,ZF4H6100,1189,11634,264,75,0.251,983,837,20.2,3.52,3.713,0.16,0.13,0.52,0.032,0,0,0.002,0.02,0.03,0.03,0.01,0.008,0.0034,0.258,0.7165,146
1628,1730K59600,1LL067358100,315,431,30.5,AB/A,ZF4H6100,1189,11634,264,75,0.251,983,837,20.2,3.52,3.713,0.16,0.13,0.52,0.032,0,0,0.002,0.02,0.03,0.03,0.01,0.008,0.0034,0.258,0.7165,146
1629,1730K69200,1LL067358700,325,444,35,AB/A,ZF4H6100,1180,11632,264,65,0.264,951,836,16.2,4.062,4.012,0.15,0.15,0.51,0.045,0,0,0.002,0.02,0.03,0.07,0.01,0.013,0.0074,0.254333333,0.699166667,115
1630,1729P22500,1LL067523600,335,435,34.5,AB/A,ZF4H6100,1149.5,11805,264,59.99,0.345,995,839,15.89,4.401,4.545,0.14,0.12,0.63,0.031,0.002,0,0.003,0.02,0.03,0.04,0.01,0.014,0.0066,0.258333333,0.806666667,156
1632,1730K83200,1LL067545300,334,446,33,AB/A,ZF4H6100,1149.5,11634,264,69.99,0.204,936,850,28.41,3.772,2.482,0.16,0.13,0.53,0.044,0.001,0,0.002,0.02,0.03,0.04,0.01,0.015,0.0102,0.261666667,0.727,86
1633,1730K38330,1LL067551000,281,427,38.5,AB/A,ZF4H6100,1192,11943,264,60,0.309,1023,843,15,4.4,4,0.16,0.14,0.54,0.032,0.001,0,0.002,0.02,0.03,0.03,0.01,0.012,0.0112,0.261333333,0.736833333,180
1634,1730M71340,1LL067716400,308,437,42.5,AB/A,ZF4H6100,1149.5,10778,264,75,0.203,961,838,14.39,3.52,3.75,0.16,0.11,0.54,0.038,0.002,0,0.002,0.01,0.03,0.04,0.01,0.011,0.0043,0.262666667,0.736333333,123
1635,1805L05600,1LL067785000,339,454,35.5,AB/A,ZF4H6100,1210,13300,264,65,0.303,1038,816,13.2,4.062,4.924,0.15,0.12,0.56,0.039,0.002,0.001,0.003,0.02,0.03,0.04,0.01,0.02,0.0089,0.256866667,0.746766667,222
1636,1805L05600,1LL067785100,340,458,36,AB/A,ZF4H6100,1210,13300,264,65,0.303,1038,816,13.2,4.062,4.924,0.15,0.12,0.56,0.039,0.002,0.001,0.003,0.02,0.03,0.04,0.01,0.02,0.0089,0.256866667,0.746766667,222
1637,1804K75500,1LL067785600,360,464,36,AB/A,ZF4H6100,1199,19308,264,60,0.302,1000,811,11.7,4.4,5.128,0.16,0.14,0.53,0.037,0,0,0.003,0.02,0.05,0.04,0.01,0.01,0.0019,0.263,0.747333333,189
1638,1804K77400,1LL067786200,341,454,39.5,AB/A,ZF4H6100,1207,15430,264,55,0.299,1056,801,13.2,4.8,4.167,0.15,0.11,0.52,0.036,0.001,0,0.001,0.02,0.03,0.04,0.01,0.019,0.0032,0.25,0.706333333,255
1639,1804L13300,1LL067786600,283,424,41.5,AB/A,ZF4H6100,1177,12890,264,60,0.302,1034,829,14.2,4.4,4.225,0.15,0.11,0.52,0.035,0,0,0.002,0.01,0.03,0.04,0.01,0.014,0.0036,0.249333333,0.706333333,205
1640,1804L20400,1LL067787200,306,433,43.5,AB/A,ZF4H6100,1173,12615,264,60,0.283,1019,836,14.7,4.4,4.082,0.15,0.13,0.52,0.032,0.001,0,0.002,0.01,0.03,0.04,0.01,0.015,0.0026,0.249333333,0.707,183
1641,1804L31200,1LL067787700,316,429,34,AB/A,ZF4H6100,1173,12915,264,75,0.226,928,820,28.2,3.52,2.66,0.15,0.13,0.53,0.038,0.001,0,0.002,0.02,0.04,0.03,0,0.01,0.0033,0.248333333,0.725833333,108
1642,1802M50400,1LL067889100,331,437,42.5,AB/A,ZF4H6100,1203,12073,222,70,0.289,1057,831,9.2,3.171,7.609,0.16,0.11,0.54,0.035,0.001,0,0.002,0.02,0.04,0.03,0.01,0.014,0.0067,0.262,0.745833333,226
1643,1802M54400,1LL067889200,316,434,42.5,AB/A,ZF4H6100,1224,13621,222,59.99,0.337,1097,855,9.2,3.701,6.521,0.16,0.11,0.54,0.035,0.001,0,0.002,0.02,0.04,0.03,0.01,0.014,0.0067,0.262,0.745833333,242
1644,1807N21A00,1LL067912500,312,453,47,AB/A,ZF4H6100,1222,12804,222,60,0.345,1100,850,8.2,3.7,7.317,0.16,0.12,0.52,0.028,0.001,0,0.002,0.02,0.03,0.03,0,0.011,0.003,0.256,0.7155,250
1645,1802M73800,1LL068044800,331,441,36,AB/A,ZF4H6100,1210,13403,222,65,0.357,1106,850,8.2,3.415,7.927,0.15,0.15,0.54,0.034,0.001,0,0.002,0.02,0.04,0.03,0,0.011,0.004,0.25,0.7365,256
1646,1802M76800,1LL068045600,308,431,49,AB/A,ZF4H6100,1204,13928,222,60,0.277,1103,848,8.2,3.7,7.317,0.15,0.11,0.53,0.045,0.001,0,0.002,0.02,0.04,0.04,0.01,0.01,0.0039,0.252333333,0.726333333,255
1647,1807N71700,1LL068046300,296,438,40.5,AB/A,ZF4H6100,1184,11838,222,75,0.303,980,842,13,2.96,5.769,0.15,0.12,0.52,0.03,0.001,0,0.002,0.01,0.04,0.03,0.01,0.017,0.0025,0.248,0.716166667,138
1648,1729Q07400,1LL068134800,325,452,37.5,AB/A,ZF4H6100,1187,10747,264,60,0.326,995,831,20.2,4.4,2.97,0.16,0.13,0.58,0.031,0.002,0,0.003,0.02,0.05,0.05,0.01,0.017,0.003,0.273333333,0.7975,164
1649,1729N76500,1LL068135000,337,441,39.5,AB/A,ZF4H6100,1177,14533,264,59.99,0.345,995,839,13.2,4.401,4.545,0.15,0.1,0.54,0.043,0.002,0,0.002,0.01,0.03,0.04,0,0.009,0.0038,0.250666667,0.725333333,156
1650,1801K54600,1LL068252400,330,438,39.5,AB/A,ZF4H6100,1149.5,13466,222,70,0.273,979,802,15.39,3.771,4.636,0.16,0.09,0.53,0.04,0.001,0,0.001,0.02,0.03,0.05,0.01,0.015,0.0065,0.263666667,0.726166667,177
1651,1726S16200,1LL068253600,289,406,47.5,AB/A,EF4G7300,1227,13021,222,70,0.314,1050,811,11.2,3.171,6.25,0.09,0.16,0.82,0.039,0.001,0,0.004,0.02,0.04,0.03,0.01,0.014,0.002,0.238666667,0.9575,239
1652,1801K81300,1LL068254000,384,449,35.5,AB/A,ZF4H6100,1149.5,12824,222,60,0.307,1040,822,11.89,4.4,4.918,0.09,0.16,0.82,0.039,0.001,0,0.004,0.02,0.04,0.03,0.01,0.014,0.002,0.238666667,0.9575,218
1653,1802M44600,1LL068315000,328,464,35,AB/A,EF4R5200,1191,13701,222,65,0.312,985,868,20.2,3.415,3.218,0.16,0.22,1.07,0.034,0.001,0.001,0.004,0.01,0.02,0.06,0.01,0.018,0.0041,0.354533333,1.2611,117
1654,1730K77340,1LL068415700,328,451,35.5,AB/A,ZF4H6100,1199,12984,264,60,0.291,952,773,16.2,4.4,3.704,0.15,0.15,0.51,0.045,0,0,0.002,0.02,0.03,0.07,0.01,0.013,0.0074,0.254333333,0.699166667,179
1655,1730K77340,1LL068415800,328,450,37,AB/A,ZF4H6100,1199,12984,264,60,0.291,952,773,16.2,4.4,3.704,0.15,0.15,0.51,0.045,0,0,0.002,0.02,0.03,0.07,0.01,0.013,0.0074,0.254333333,0.699166667,179
1656,1726S34320,1LL068473400,314,427,38.5,AB/A,EF4G7300,1226,12815,222,80,0.291,892,816,25.2,2.775,3.175,0.1,0.18,0.83,0.031,0.002,0.001,0.004,0.02,0.03,0.04,0.01,0.015,0.0031,0.251866667,0.968766667,76
1657,1803N84400,1LL068579800,349,459,34,AB/A,ZF4H6100,1203,12385,264,59.99,0.286,1027,829,14,4.401,4.285,0.15,0.12,0.52,0.04,0.001,0,0.002,0.02,0.03,0.03,0.01,0.019,0.0077,0.248,0.706166667,198
1658,1802M85800,1LL068756600,290,425,46,AB/A,ZF4H6100,1207,13328,222,60,0.359,1104,841,8.2,3.7,7.317,0.15,0.11,0.53,0.045,0.001,0,0.002,0.02,0.04,0.04,0.01,0.01,0.0039,0.252333333,0.726333333,263
1659,1804K35200,1LL068909900,352,494,30,AB/A,EF4R5200,1186,12910,264,90,0.219,924,825,33,2.933,2.727,0.16,0.23,1.1,0.04,0.002,0.002,0.003,0.02,0.04,0.04,0.01,0.017,0.0016,0.357733333,1.310533333,99
1660,1804M39600,1LL068915200,315,436,33,AB/A,ZF4H6100,1212,15371,264,55,0.32,1045,823,15.1,4.8,3.642,0.16,0.11,0.56,0.031,0.002,0,0.004,0.01,0.03,0.07,0,0.019,0.0016,0.27,0.757166667,222
1661,1804N23500,1LL068915800,350,456,33.5,AB/A,ZF4H6100,1200,14403,264,60,0.302,986,835,13.2,4.4,4.545,0.15,0.11,0.52,0.038,0.001,0,0.002,0.01,0.03,0.04,0,0.015,0.0023,0.247333333,0.705666667,151
1662,1804P45700,1LL068916400,326,446,38,AB/A,ZF4H6100,1211,18149,264,60,0.312,1067,825,12.2,4.4,4.918,0.16,0.12,0.54,0.034,0.001,0,0.004,0.01,0.03,0.03,0,0.02,0.0015,0.258666667,0.7355,242
1663,1806P39500,1LL068917000,316,434,39,AB/A,ZF4H6100,1191,11281,264,69.99,0.298,1083,822,11,3.772,6.363,0.16,0.1,0.52,0.026,0.002,0,0.004,0.02,0.04,0.03,0,0.007,0.0028,0.256666667,0.724833333,261
1664,1805L23500,1LL068917500,337,452,31.5,AB/A,ZF4H6100,1191,14527,264,59.99,0.297,1008,811,11.2,4.401,5.356,0.15,0.16,0.53,0.03,0.001,0,0.005,0.02,0.03,0.04,0.01,0.022,0.0022,0.251666667,0.718,197
1665,1805K92600,1LL068918000,350,450,32,AB/A,ZF4H6100,1181,16926,264,65,0.28,1035,819,10.2,4.062,6.373,0.15,0.1,0.53,0.032,0.002,0,0.002,0.02,0.04,0.04,0,0.014,0.0025,0.250333333,0.725333333,216
1666,1804M98400,1LL068923900,342,454,46,AB/A,ZF4H6100,1205,13482,264,60,0.274,1081,840,10.2,4.4,5.882,0.16,0.12,0.54,0.037,0.001,0,0.002,0.02,0.04,0.03,0.01,0.015,0.0063,0.262,0.746166667,241
1667,1804M78500,1LL068926500,358,462,38,AB/A,ZF4H6100,1198,13637,264,59.99,0.29,1061,830,10.2,4.401,5.881,0.15,0.13,0.53,0.038,0.001,0,0.003,0.01,0.03,0.04,0.01,0.016,0.0019,0.251,0.717,231
1668,1804L32300,1LL068927300,344,440,34.5,AB/A,ZF4H6100,1200,14678,264,60,0.283,1069,798,10.2,4.4,5.882,0.16,0.09,0.54,0.05,0.001,0,0.003,0.02,0.03,0.04,0.01,0.014,0.0129,0.263333333,0.735666667,271
1669,1804L47400,1LL068927800,346,452,35,AB/A,ZF4H6100,1182,11409,264,70,0.243,1037,791,11,3.771,6.364,0.16,0.15,0.53,0.033,0.001,0,0.003,0.02,0.03,0.03,0.01,0.012,0.0025,0.259666667,0.727166667,246
1670,1804L77300,1LL068928300,311,435,42,AB/A,ZF4H6100,1207,20757,264,70,0.247,1097,826,12.2,3.771,5.738,0.15,0.1,0.52,0.034,0.001,0,0.002,0.02,0.04,0.04,0.01,0.015,0.0027,0.250666667,0.716,271
1671,1804L80300,1LL068928400,366,457,32.5,AB/A,ZF4H6100,1200,20695,264,70,0.235,1060,831,12.2,3.771,5.738,0.15,0.1,0.52,0.034,0.001,0,0.002,0.02,0.04,0.04,0.01,0.015,0.0027,0.250666667,0.716,229
1672,1804L81300,1LL068928900,345,454,39.5,AB/A,ZF4H6100,1202,20667,264,70,0.248,1046,825,12.2,3.771,5.738,0.15,0.12,0.51,0.032,0.001,0,0.002,0.02,0.03,0.04,0.01,0.012,0.002,0.248333333,0.696666667,221
1673,1804L93400,1LL068929000,344,454,37.5,AB/A,ZF4H6100,1197,21039,264,70,0.304,1082,828,12.2,3.771,5.738,0.15,0.12,0.51,0.032,0.001,0,0.002,0.02,0.03,0.04,0.01,0.012,0.002,0.248333333,0.696666667,254
1674,1805L30200,1LL068929400,378,467,32,AB/A,ZF4H6100,1199,14404,264,70,0.249,1028,814,13.7,3.771,5.109,0.16,0.11,0.52,0.036,0.002,0,0.002,0.02,0.03,0.04,0.01,0.015,0.0012,0.26,0.716333333,214
1675,1805L32300,1LL068929500,355,466,35.5,AB/A,ZF4H6100,1192,14500,264,70,0.281,1025,817,13.7,3.771,5.109,0.16,0.11,0.52,0.036,0.002,0,0.002,0.02,0.03,0.04,0.01,0.015,0.0012,0.26,0.716333333,208
1676,1805L47200,1LL068934300,309,442,40,AB/A,ZF4H6100,1205,12852,264,65,0.252,1033,838,16.2,4.062,4.012,0.15,0.1,0.52,0.04,0.001,0,0.002,0.02,0.03,0.03,0.01,0.011,0.0047,0.248,0.7055,195
1677,1805L52400,1LL068934400,321,437,34,AB/A,ZF4H6100,1202,14412,264,69.99,0.25,969,813,18.2,3.772,3.846,0.15,0.1,0.52,0.04,0.001,0,0.002,0.02,0.03,0.03,0.01,0.011,0.0047,0.248,0.7055,156
1679,1804N77300,1LL069031700,335,446,32.5,AB/A,ZF4H6100,1177,13372,264,60,0.29,987,834,12.2,4.4,4.918,0.15,0.12,0.52,0.04,0.001,0,0.002,0.02,0.03,0.03,0.01,0.019,0.0077,0.248,0.706166667,153
1680,1804K36440,1LL069040900,327,479,40.5,AB/A,ZF4H7100,1192,12838,264,60,0.255,972,793,10,4.4,6,0.16,0.15,0.66,0.035,0.002,0,0.003,0.02,0.03,0.05,0.01,0.014,0.0016,0.285333333,0.858166667,179
1681,1804K36540,1LL069041300,388,504,43.5,AB/A,ZF4H7100,1192,12838,264,60,0.255,972,793,10,4.4,6,0.16,0.15,0.66,0.035,0.002,0,0.003,0.02,0.03,0.05,0.01,0.014,0.0016,0.285333333,0.858166667,179
1682,1804K41340,1LL069042300,321,467,42,AB/A,ZF4H7100,1192,12531,264,60,0.258,965,797,11,4.4,5.455,0.16,0.15,0.66,0.035,0.002,0,0.003,0.02,0.03,0.05,0.01,0.014,0.0016,0.285333333,0.858166667,168
1683,1804K41340,1LL069042400,318,465,35.5,AB/A,ZF4H7100,1192,12531,264,60,0.258,965,797,11,4.4,5.455,0.16,0.15,0.66,0.035,0.002,0,0.003,0.02,0.03,0.05,0.01,0.014,0.0016,0.285333333,0.858166667,168
1684,1804K41440,1LL069042900,328,474,39,AB/A,ZF4H7100,1192,12531,264,60,0.258,965,797,11,4.4,5.455,0.16,0.15,0.66,0.035,0.002,0,0.003,0.02,0.03,0.05,0.01,0.014,0.0016,0.285333333,0.858166667,168
1685,1804K41440,1LL069043000,327,477,40,AB/A,ZF4H7100,1192,12531,264,60,0.258,965,797,11,4.4,5.455,0.16,0.15,0.66,0.035,0.002,0,0.003,0.02,0.03,0.05,0.01,0.014,0.0016,0.285333333,0.858166667,168
1686,1805L67200,1LL069324100,355,452,35,AB/A,ZF4H6100,1208,11558,264,64.99,0.29,1015,825,17.2,4.062,3.778,0.15,0.11,0.53,0.034,0.001,0,0.002,0.02,0.03,0.03,0.01,0.015,0.002,0.249666667,0.715833333,190
1687,1805L77300,1LL069324800,326,447,38,AB/A,ZF4H6100,1208,11188,264,65,0.282,1019,840,18.2,4.062,3.571,0.16,0.12,0.52,0.036,0,0,0.003,0.02,0.04,0.03,0.01,0.016,0.0018,0.258666667,0.726166667,179
1688,1805L85400,1LL069325500,352,459,34,AB/A,ZF4H6100,1217,11825,264,55,0.301,1057,831,10.2,4.8,5.392,0.16,0.09,0.52,0.037,0.001,0,0.001,0.02,0.04,0.03,0.01,0.02,0.0036,0.258666667,0.725166667,226
1689,1805M03200,1LL069326200,338,459,31,AB/A,ZF4H6100,1215,11185,264,65,0.316,933,823,25.7,4.062,2.529,0.16,0.12,0.52,0.028,0.001,0,0.002,0.02,0.04,0.03,0,0.018,0.0014,0.256666667,0.7255,110
1690,1805M06300,1LL069326300,328,447,37,AB/A,ZF4H6100,1216,12170,264,65,0.266,1047,836,15.1,4.062,4.305,0.16,0.12,0.52,0.028,0.001,0,0.002,0.02,0.04,0.03,0,0.018,0.0014,0.256666667,0.7255,211
1691,1805M15500,1LL069331900,334,453,40.5,AB/A,ZF4H6100,1205,14539,264,70,0.262,1078,829,12.2,3.771,5.738,0.16,0.1,0.51,0.04,0.001,0,0.002,0.02,0.04,0.03,0,0.015,0.0046,0.255,0.714833333,249
1692,1805N96300,1LL069416000,338,458,36,AB/A,ZF4H6100,1185,11880,264,60,0.267,1077,837,10.2,4.4,5.882,0.16,0.15,0.66,0.035,0.002,0,0.003,0.02,0.03,0.05,0.01,0.014,0.0016,0.285333333,0.858166667,240
1693,1805N75200,1LL069462400,354,449,38,AB/A,ZF4H6100,1163,11588,264,90,0.19,896,831,34.3,2.933,2.624,0.15,0.12,0.52,0.04,0.001,0,0.002,0.02,0.03,0.03,0.01,0.019,0.0077,0.248,0.706166667,65
1694,1808N31300,1LL069667900,346,460,33,AB/A,ZF4H6100,1219,14058,264,70,0.28,1109,820,10.2,3.771,6.863,0.15,0.14,0.52,0.039,0.002,0,0.002,0.02,0.03,0.06,0.01,0.019,0.0044,0.254,0.708333333,289
1695,1808N99A00,1LL069668600,319,442,38,AB/A,ZF4H6100,1206,13935,264,64.99,0.232,1089,856,12.2,4.062,5.327,0.16,0.13,0.52,0.036,0.002,0,0.003,0.02,0.04,0.04,0,0.02,0.0023,0.258666667,0.726333333,233
1696,1808P19C00,1LL069669200,319,444,35,AB/A,ZF4H6100,1190,13928,264,65,0.246,1028,831,12.2,4.062,5.328,0.15,0.1,0.53,0.038,0.001,0,0.002,0.03,0.04,0.05,0.01,0.019,0.0032,0.255,0.7265,197
1697,1808P21500,1LL069669900,344,451,36,AB/A,ZF4H6100,1206,13877,264,64.99,0.295,1063,836,12.2,4.062,5.327,0.16,0.14,0.54,0.037,0.002,0,0.004,0.02,0.04,0.04,0.01,0.025,0.0016,0.264,0.747333333,227
1698,1808P59900,1LL069670600,327,445,46,AB/A,ZF4H6100,1193,12397,264,70,0.249,1006,813,13.7,3.771,5.109,0.16,0.16,0.53,0.028,0.001,0,0.003,0.01,0.03,0.03,0,0.012,0.0015,0.257,0.726833333,193
1699,1809Q02800,1LL069671400,283,430,40.5,AB/A,ZF4H6100,1184,11963,264,64.99,0.236,994,849,15,4.062,4.333,0.15,0.12,0.51,0.036,0.001,0,0.003,0.02,0.03,0.04,0.01,0.015,0.0028,0.248333333,0.696666667,145
1700,1809Q11400,1LL069672100,302,456,34,AB/A,ZF4H6100,1177,12390,264,70,0.258,967,819,16.5,3.771,4.242,0.15,0.14,0.56,0.038,0.001,0,0.003,0.01,0.03,0.04,0,0.014,0.0058,0.254,0.746666667,148
1701,1809Q10600,1LL069672200,281,464,35.5,AB/A,ZF4H6100,1176,12450,264,70,0.236,957,825,16,3.771,4.375,0.15,0.14,0.56,0.038,0.001,0,0.003,0.01,0.03,0.04,0,0.014,0.0058,0.254,0.746666667,132
1702,1809Q32600,1LL069672900,347,460,32,AB/A,ZF4H6100,1190,12728,264,65,0.28,945,814,25,4.062,2.6,0.19,0.11,0.52,0.044,0.001,0,0.002,0.02,0.03,0.06,0.01,0.012,0.0112,0.294,0.747333333,131
1703,1807M61100,1LL069782600,354,469,31.5,AB/A,EF4R5200,1196,13930,222,80,0.247,939,850,28.2,2.775,2.837,0.16,0.23,1.1,0.034,0.002,0.001,0.004,0.02,0.04,0.07,0.01,0.013,0.0024,0.363533333,1.311933333,89
1704,1807M65200,1LL069784300,329,448,31,AB/A,ZF4H6100,1195,12603,222,89.99,0.2,890,825,37.3,2.467,2.413,0.16,0.11,0.52,0.039,0,0,0.002,0.01,0.03,0.03,0,0.016,0.0082,0.255333333,0.715166667,65
1705,1807M72200,1LL069784400,344,442,37.5,AB/A,ZF4H6100,1185,13229,222,59.99,0.334,975,812,19.7,3.701,3.045,0.16,0.11,0.52,0.039,0,0,0.002,0.01,0.03,0.03,0,0.016,0.0082,0.255333333,0.715166667,163
1706,1807M79200,1LL069784500,342,441,38,AB/A,ZF4H6100,1187,13241,222,59.99,0.319,975,813,17.2,3.701,3.488,0.16,0.11,0.52,0.039,0,0,0.002,0.01,0.03,0.03,0,0.016,0.0082,0.255333333,0.715166667,162
1707,1807N52500,1LL070064500,350,456,37.5,AB/A,ZF4H6100,1201,11986,222,75,0.306,994,848,13.5,2.96,5.556,0.16,0.13,0.52,0.037,0.001,0,0.002,0.02,0.04,0.03,0,0.019,0.0034,0.256666667,0.725833333,146
1708,1808P70300,1LL070200800,339,450,33,AB/A,ZF4H6100,1183,12600,264,65,0.29,990,827,20.2,4.062,3.218,0.16,0.12,0.53,0.035,0.001,0,0.002,0.01,0.03,0.08,0.01,0.019,0.0041,0.269,0.728666667,163
1709,1808P65500,1LL070200900,352,451,34,AB/A,ZF4H6100,1181,12495,264,70,0.274,1049,803,10.2,3.771,6.863,0.16,0.12,0.53,0.035,0.001,0,0.002,0.01,0.03,0.08,0.01,0.019,0.0041,0.269,0.728666667,246
1710,1808Q41400,1LL070528700,354,462,35.5,AB/A,ZF4H6100,1149.5,0,225,65,0.246,1028,831,15.89,4.062,5.328,0.16,0.14,0.54,0.037,0.002,0,0.004,0.02,0.04,0.04,0.01,0.025,0.0016,0.264,0.747333333,197
1711,1805K67420,1LL070528800,307,432,41,AB/A,ZF4H6100,1190,16699,264,60,0.297,1045,828,11.2,4.4,5.357,0.16,0.1,0.52,0.026,0.002,0,0.004,0.02,0.04,0.03,0,0.007,0.0028,0.256666667,0.724833333,217
