,材料,试批号,实验屈服值,实验抗拉值,实验伸长率,牌号,钢种,出炉温度,加热时间,板坯厚度,中间坯厚度,粗轧压下率,精轧开轧温度,终轧温度,成品厚度,粗轧压缩比,精轧压缩比,C,Si,Mn,AlT,Nb,V,Ti,Ni,Cu,Cr,Mo,P,S,Ceq,Pcm,温度差
435,1328P89300,1LL026958900,352,464,33.5,AB/A,ZF4H6100,1206,12094,264,60,0.365,975,816,14.2,4.4,4.225,0.17,0.09,0.54,0.026,0.001,0,0.002,0.02,0.02,0.04,0.01,0.028,0.0039,0.272666667,0.735666667,159
436,1328P73300,1LL026959000,317,447,38,AB/A,ZF4H6100,1211,12154,264,70,0.304,1031,827,14.2,3.771,4.93,0.17,0.12,0.54,0.03,0.001,0,0.001,0.03,0.03,0.04,0,0.014,0.0073,0.272,0.746,204
437,1329K59600,1LL026962300,343,445,36.5,AB/A,ZF4H6100,1214,12279,264,79.99,0.242,1006,792,10.2,3.3,7.842,0.15,0.11,0.53,0.031,0.001,0,0.004,0.02,0.03,0.07,0.01,0.018,0.0035,0.257666667,0.717833333,214
438,1329L27800,1LL026963000,352,465,32.5,AB/A,ZF4H6100,1185,12709,264,70,0.269,1081,840,11,3.771,6.364,0.17,0.12,0.54,0.032,0.002,0.005,0.001,0.02,0.03,0.15,0.05,0.013,0.0117,0.304333333,0.755333333,241
439,1329L27800,1LL026963200,365,470,38.5,AB/A,ZF4H6100,1185,12709,264,70,0.269,1081,840,11,3.771,6.364,0.17,0.12,0.54,0.032,0.002,0.005,0.001,0.02,0.03,0.15,0.05,0.013,0.0117,0.304333333,0.755333333,241
440,1329L57400,1LL026963500,356,459,34,AB/A,ZF4H6100,1207,13364,264,70,0.334,1030,828,13.2,3.771,5.303,0.16,0.13,0.54,0.043,0,0,0.002,0.02,0.03,0.05,0.02,0.016,0.0076,0.267333333,0.738166667,202
441,1329L57400,1LL026963600,358,465,38.5,AB/A,ZF4H6100,1207,13364,264,70,0.334,1030,828,13.2,3.771,5.303,0.16,0.13,0.54,0.043,0,0,0.002,0.02,0.03,0.05,0.02,0.016,0.0076,0.267333333,0.738166667,202
442,1329L42400,1LL026966400,343,447,36,AB/A,ZF4H6100,1194,12987,264,60,0.298,1016,808,13.2,4.4,4.545,0.17,0.13,0.56,0.03,0,0,0.002,0.02,0.03,0.04,0.01,0.012,0.0086,0.276666667,0.767,208
443,1329L47400,1LL026966500,350,470,33.5,AB/A,ZF4H6100,1200,13035,264,60,0.314,993,811,13.2,4.4,4.545,0.17,0.13,0.56,0.03,0,0,0.002,0.02,0.03,0.04,0.01,0.012,0.0086,0.276666667,0.767,182
444,1329L64400,1LL026967000,342,454,35.5,AB/A,ZF4H6100,1205,13340,264,70,0.289,1018,828,13.7,3.771,5.109,0.16,0.14,0.53,0.03,0,0.001,0.004,0.02,0.03,0.1,0.02,0.018,0.003,0.275866667,0.7311,190
445,1329K82400,1LL026967500,340,453,43.5,AB/A,ZF4H6100,1198,13116,264,60,0.272,973,835,14.2,4.4,4.225,0.15,0.1,0.52,0.03,0.001,0,0.001,0.02,0.03,0.05,0.01,0.028,0.0027,0.252,0.7065,138
446,1329K91400,1LL026967600,312,442,37.5,AB/A,ZF4H6100,1200,13318,264,60,0.321,992,857,14.2,4.4,4.225,0.15,0.1,0.52,0.03,0.001,0,0.001,0.02,0.03,0.05,0.01,0.028,0.0027,0.252,0.7065,135
447,1329K91400,1LL026967700,300,444,38,AB/A,ZF4H6100,1200,13318,264,60,0.321,992,857,14.2,4.4,4.225,0.15,0.1,0.52,0.03,0.001,0,0.001,0.02,0.03,0.05,0.01,0.028,0.0027,0.252,0.7065,135
448,1329K91400,1LL026967800,301,442,42,AB/A,ZF4H6100,1200,13318,264,60,0.321,992,857,14.2,4.4,4.225,0.15,0.1,0.52,0.03,0.001,0,0.001,0.02,0.03,0.05,0.01,0.028,0.0027,0.252,0.7065,135
449,1329K94500,1LL026968000,285,434,41,AB/A,ZF4H6100,1201,13088,264,59.99,0.326,994,858,14.2,4.401,4.225,0.16,0.13,0.54,0.031,0,0,0.004,0.02,0.03,0.04,0.02,0.013,0.0037,0.265333333,0.737666667,136
450,1329L09600,1LL026968100,320,447,39.5,AB/A,ZF4H6100,1192,12717,264,60,0.363,992,829,14.2,4.4,4.225,0.16,0.13,0.54,0.031,0,0,0.004,0.02,0.03,0.04,0.02,0.013,0.0037,0.265333333,0.737666667,163
451,1329L90400,1LL026968600,370,469,29,AB/A,ZF4H6100,1187,12482,264,70,0.295,921,774,14.2,3.771,4.93,0.16,0.1,0.52,0.033,0,0,0.002,0.02,0.03,0.03,0,0.017,0.0091,0.256,0.714833333,147
452,1329L99600,1LL026969000,313,441,39,AB/A,ZF4H6100,1169,12796,264,69.99,0.289,995,818,14.2,3.772,4.929,0.16,0.12,0.52,0.022,0,0,0.002,0.02,0.03,0.04,0.01,0.015,0.0032,0.26,0.716666667,177
453,1329M11400,1LL026969500,333,446,40.5,AB/A,ZF4H6100,1171,13088,264,70,0.263,1016,810,14.2,3.771,4.93,0.17,0.11,0.52,0.03,0,0,0.001,0.01,0.03,0.03,0.01,0.015,0.0066,0.267333333,0.725833333,206
454,1329M14400,1LL026969600,347,455,33.5,AB/A,ZF4H6100,1182,13378,264,70,0.273,981,792,14.2,3.771,4.93,0.17,0.11,0.52,0.03,0,0,0.001,0.01,0.03,0.03,0.01,0.015,0.0066,0.267333333,0.725833333,189
455,1329M20100,1LL026970000,327,451,38,AB/A,ZF4H6100,1173,13032,264,70,0.248,936,805,14.2,3.771,4.93,0.16,0.1,0.52,0.032,0.001,0,0.002,0.02,0.04,0.05,0.01,0.015,0.0053,0.262666667,0.7265,131
456,1329M26800,1LL026970100,354,464,34.5,AB/A,ZF4H6100,1192,12827,264,70,0.291,967,821,14.2,3.771,4.93,0.16,0.1,0.52,0.032,0.001,0,0.002,0.02,0.04,0.05,0.01,0.015,0.0053,0.262666667,0.7265,146
457,1329M26800,1LL026970200,360,466,37,AB/A,ZF4H6100,1192,12827,264,70,0.291,967,821,14.2,3.771,4.93,0.16,0.1,0.52,0.032,0.001,0,0.002,0.02,0.04,0.05,0.01,0.015,0.0053,0.262666667,0.7265,146
458,1329M29400,1LL026970500,350,456,34.5,AB/A,YY000000,1192,12381,264,69.99,0.276,1003,823,14.2,3.772,4.929,0.16,0.1,0.54,0.038,0.001,0,0.001,0.02,0.04,0.07,0.01,0.027,0.0078,0.27,0.7475,180
459,1329M35500,1LL026970600,355,454,34.5,AB/A,ZF4H6100,1203,12382,264,70,0.332,1032,823,15.1,3.771,4.636,0.16,0.1,0.54,0.038,0.001,0,0.001,0.02,0.04,0.07,0.01,0.027,0.0078,0.27,0.7475,209
460,1329M35500,1LL026970800,373,460,29,AB/A,ZF4H6100,1203,12382,264,70,0.332,1032,823,15.1,3.771,4.636,0.16,0.1,0.54,0.038,0.001,0,0.001,0.02,0.04,0.07,0.01,0.027,0.0078,0.27,0.7475,209
461,1329M38600,1LL026971100,352,449,35,AB/A,YY000000,1202,12518,264,69.99,0.319,1032,809,15.1,3.772,4.635,0.14,0.12,0.52,0.029,0,0,0.002,0.02,0.03,0.06,0.01,0.018,0.0029,0.244,0.697666667,223
462,1329M42400,1LL026971200,325,429,37,AB/A,ZF4H6100,1174,12676,264,70,0.287,994,816,15.1,3.771,4.636,0.14,0.12,0.52,0.029,0,0,0.002,0.02,0.03,0.06,0.01,0.018,0.0029,0.244,0.697666667,178
463,1329M42400,1LL026971300,345,437,29.5,AB/A,ZF4H6100,1174,12676,264,70,0.287,994,816,15.1,3.771,4.636,0.14,0.12,0.52,0.029,0,0,0.002,0.02,0.03,0.06,0.01,0.018,0.0029,0.244,0.697666667,178
464,1329M45400,1LL026971500,308,430,38.5,AB/A,ZF4H6100,1182,12672,264,70,0.263,995,839,15.1,3.771,4.636,0.15,0.11,0.53,0.027,0.001,0,0.002,0.02,0.03,0.03,0.01,0.012,0.0048,0.249666667,0.715833333,156
465,1329M50400,1LL026971600,353,443,37,AB/A,ZF4H6100,1168,12566,264,69.99,0.274,994,800,15.1,3.772,4.635,0.15,0.11,0.53,0.027,0.001,0,0.002,0.02,0.03,0.03,0.01,0.012,0.0048,0.249666667,0.715833333,194
466,1329M52400,1LL026971700,298,442,32,AB/A,ZF4H6100,1180,12685,264,70,0.271,967,809,15.1,3.771,4.636,0.15,0.11,0.53,0.027,0.001,0,0.002,0.02,0.03,0.03,0.01,0.012,0.0048,0.249666667,0.715833333,158
467,1329M57500,1LL026972100,282,444,29.5,AB/A,ZF4H6100,1181,12744,264,70,0.292,987,808,16.2,3.771,4.321,0.16,0.1,0.52,0.044,0,0,0.001,0.02,0.03,0.04,0.01,0.019,0.0127,0.26,0.716,179
468,1329M59500,1LL026972200,338,448,35.5,AB/A,ZF4H6100,1168,12536,264,69.99,0.279,993,804,16.2,3.772,4.32,0.16,0.1,0.52,0.044,0,0,0.001,0.02,0.03,0.04,0.01,0.019,0.0127,0.26,0.716,189
469,1329M59500,1LL026972300,371,452,28,AB/A,ZF4H6100,1168,12536,264,69.99,0.279,993,804,16.2,3.772,4.32,0.16,0.1,0.52,0.044,0,0,0.001,0.02,0.03,0.04,0.01,0.019,0.0127,0.26,0.716,189
470,1329M71600,1LL026972700,319,435,39.5,AB/A,ZF4H6100,1183,12697,264,60,0.231,992,843,16.2,4.4,3.704,0.18,0.12,0.51,0.031,0,0,0.002,0.02,0.03,0.03,0.01,0.018,0.003,0.276333333,0.726166667,149
471,1329M80500,1LL026972800,374,455,30,AB/A,ZF4H6100,1181,12354,264,69.99,0.314,994,817,17.2,3.772,4.069,0.18,0.12,0.51,0.031,0,0,0.002,0.02,0.03,0.03,0.01,0.018,0.003,0.276333333,0.726166667,177
472,1329M71600,1LL026972900,315,431,30,AB/A,ZF4H6100,1183,12697,264,60,0.231,992,843,16.2,4.4,3.704,0.18,0.12,0.51,0.031,0,0,0.002,0.02,0.03,0.03,0.01,0.018,0.003,0.276333333,0.726166667,149
473,1329M81500,1LL026973300,325,434,33.5,AB/A,ZF4H6100,1189,12649,264,70,0.29,995,839,17.2,3.771,4.07,0.17,0.11,0.52,0.028,0,0,0.001,0.03,0.02,0.04,0.02,0.013,0.0035,0.272,0.717,156
474,1329M84500,1LL026973400,368,461,34.5,AB/A,ZF4H6100,1184,12523,264,70,0.282,994,824,17.2,3.771,4.07,0.17,0.11,0.52,0.028,0,0,0.001,0.03,0.02,0.04,0.02,0.013,0.0035,0.272,0.717,170
475,1327M57100,1LL026975200,366,477,31,AB/A,ZF4H6100,1149.5,11925,222,70,0.228,919,823,22.42,1.714,3.448,0.15,0.19,0.92,0.038,0.011,0,0.012,0.01,0.03,0.05,0.01,0.014,0.002,0.318,1.1095,96
476,1325Q81600,1LL027152300,301,430,36.5,AB/A,ZF4H6100,1205,15627,264,74.99,0.249,1105,844,10,3.52,7.499,0.16,0.12,0.56,0.031,0,0,0.002,0.02,0.03,0.06,0.01,0.01,0.0058,0.270666667,0.757666667,261
477,1326M44300,1LL027152400,325,446,44,AB/A,ZF4H6100,1255,13075,122,70,0.109,1117,874,8.2,1.743,8.537,0.16,0.16,0.54,0.025,0.001,0,0.001,0.02,0.06,0.04,0.01,0.022,0.006,0.265333333,0.768,243
478,1328P99400,1LL027155400,365,500,35.5,AB/A,ZF4H6100,1149.5,0,261,70,0.285,1055,842,20.41,3.771,6.863,0.16,0.22,1.1,0.02,0.003,0.001,0.004,0.02,0.04,0.06,0.01,0.016,0.003,0.361533333,1.3111,213
479,1328P34200,1LL027162200,353,463,33,AB/A,ZF4H6100,1192,14823,264,70,0.263,994,829,17.7,3.771,3.955,0.16,0.13,0.53,0.027,0.001,0,0.002,0.02,0.03,0.04,0.01,0.014,0.0048,0.261666667,0.727,165
480,1329L08600,1LL027198000,293,434,41,AB/A,ZF4H6100,1193,12680,264,60,0.33,992,849,14.2,4.4,4.225,0.16,0.13,0.54,0.031,0,0,0.004,0.02,0.03,0.04,0.02,0.013,0.0037,0.265333333,0.737666667,143
481,1329M67500,1LL027212400,348,461,38,AB/A,ZF4H6100,1165,12688,264,59.99,0.328,993,834,14.2,4.401,4.225,0.16,0.12,0.54,0.022,0.001,0,0.001,0.02,0.03,0.04,0,0.02,0.0084,0.261333333,0.736,159
482,1329M67500,1LL027212500,348,462,38,AB/A,ZF4H6100,1165,12688,264,59.99,0.328,993,834,14.2,4.401,4.225,0.16,0.12,0.54,0.022,0.001,0,0.001,0.02,0.03,0.04,0,0.02,0.0084,0.261333333,0.736,159
483,1329N23300,1LL027271500,314,437,38.5,AB/A,ZF4H6100,1149.5,0,223.74,70,0.273,981,792,14.39,3.771,4.93,0.17,0.11,0.52,0.03,0,0,0.001,0.01,0.03,0.03,0.01,0.015,0.0066,0.267333333,0.725833333,189
484,1329N74500,1LL027346500,370,465,37,AB/A,ZF4H6100,1149.5,0,223.74,70,0.306,1086,866,14.39,3.171,8.537,0.16,0.12,0.52,0.022,0,0,0.002,0.02,0.03,0.04,0.01,0.015,0.0032,0.26,0.716666667,220
485,1329N74500,1LL027346600,360,459,40.5,AB/A,ZF4H6100,1149.5,0,223.74,70,0.306,1086,866,14.39,3.171,8.537,0.16,0.12,0.52,0.022,0,0,0.002,0.02,0.03,0.04,0.01,0.015,0.0032,0.26,0.716666667,220
486,1331K71800,1LL027689700,386,476,28.5,AB/A,ZF4H6100,1198,14694,264,75,0.226,1051,804,10,3.52,7.5,0.18,0.1,0.52,0.032,0,0,0.002,0.02,0.03,0.05,0.01,0.022,0.0066,0.282,0.7365,247
487,1331L05400,1LL027691600,313,447,39,AB/A,ZF4H6100,1184,14454,264,60,0.289,1031,818,12,4.4,5,0.17,0.1,0.53,0.029,0.001,0,0.001,0.02,0.04,0.04,0.01,0.021,0.0057,0.272333333,0.746,213
488,1331L05400,1LL027691700,309,436,38.5,AB/A,ZF4H6100,1184,14454,264,60,0.289,1031,818,12,4.4,5,0.17,0.1,0.53,0.029,0.001,0,0.001,0.02,0.04,0.04,0.01,0.021,0.0057,0.272333333,0.746,213
489,1331L16400,1LL027691800,358,450,32,AB/A,ZF4H6100,1193,14344,264,60,0.307,1033,822,12,4.4,5,0.17,0.1,0.53,0.029,0.001,0,0.001,0.02,0.04,0.04,0.01,0.021,0.0057,0.272333333,0.746,211
490,1331L27800,1LL027692000,352,457,30.5,AB/A,ZF4H6100,1191,14795,264,70,0.233,1050,821,12,3.771,5.833,0.16,0.1,0.52,0.034,0.001,0,0.002,0.02,0.03,0.04,0.01,0.014,0.0087,0.26,0.716,229
491,1331L27800,1LL027692200,348,469,33.5,AB/A,ZF4H6100,1191,14795,264,70,0.233,1050,821,12,3.771,5.833,0.16,0.1,0.52,0.034,0.001,0,0.002,0.02,0.03,0.04,0.01,0.014,0.0087,0.26,0.716,229
492,1331L30500,1LL027692400,332,447,46,AB/A,ZF4H6100,1185,14110,264,69.99,0.286,1039,794,12,3.772,5.833,0.16,0.11,0.54,0.029,0.001,0,0.002,0.02,0.03,0.05,0.01,0.014,0.0073,0.265333333,0.736833333,245
493,1331L55400,1LL027692500,363,471,33.5,AB/A,ZF4H6100,1164,13521,264,70,0.281,1043,818,12,3.771,5.833,0.16,0.11,0.54,0.029,0.001,0,0.002,0.02,0.03,0.05,0.01,0.014,0.0073,0.265333333,0.736833333,225
494,1331L55400,1LL027692600,332,462,34.5,AB/A,ZF4H6100,1164,13521,264,70,0.281,1043,818,12,3.771,5.833,0.16,0.11,0.54,0.029,0.001,0,0.002,0.02,0.03,0.05,0.01,0.014,0.0073,0.265333333,0.736833333,225
495,1331L58300,1LL027692900,322,443,41,AB/A,ZF4H6100,1191,13513,264,70,0.3,1061,840,12.5,3.771,5.6,0.16,0.1,0.52,0.03,0.001,0,0.002,0.03,0.02,0.04,0.01,0.022,0.0057,0.26,0.706,221
496,1331L83300,1LL027693000,365,464,33.5,AB/A,ZF4H6100,1188,14206,264,75,0.24,1029,820,12.5,3.52,6,0.16,0.1,0.52,0.03,0.001,0,0.002,0.03,0.02,0.04,0.01,0.022,0.0057,0.26,0.706,209
497,1331L85300,1LL027693100,376,464,35,AB/A,ZF4H6100,1186,14123,264,75,0.236,1045,808,12.5,3.52,6,0.16,0.1,0.52,0.03,0.001,0,0.002,0.03,0.02,0.04,0.01,0.022,0.0057,0.26,0.706,237
498,1331L88400,1LL027693400,344,453,32.5,AB/A,ZF4H6100,1186,14328,264,69.99,0.26,1045,823,13.5,3.772,5.184,0.17,0.11,0.53,0.03,0.001,0,0.002,0.03,0.05,0.04,0.01,0.014,0.0062,0.273666667,0.756333333,222
499,1331L90800,1LL027693500,353,457,35.5,AB/A,ZF4H6100,1182,14289,264,70,0.225,1041,832,13.5,3.771,5.185,0.17,0.11,0.53,0.03,0.001,0,0.002,0.03,0.05,0.04,0.01,0.014,0.0062,0.273666667,0.756333333,209
500,1331L96300,1LL027694000,362,465,34,AB/A,ZF4H6100,1187,13827,264,70,0.276,1013,825,15,3.771,4.667,0.16,0.1,0.52,0.023,0,0,0.001,0.02,0.04,0.03,0.01,0.014,0.007,0.258666667,0.7255,188
501,1331L98600,1LL027694100,353,462,32,AB/A,ZF4H6100,1174,13770,264,69.99,0.251,978,821,15.5,3.772,4.515,0.16,0.1,0.52,0.023,0,0,0.001,0.02,0.04,0.03,0.01,0.014,0.007,0.258666667,0.7255,157
502,1331M43400,1LL027694500,348,462,28.5,AB/A,ZF4H6100,1176,13652,264,70,0.264,896,787,19,3.771,3.684,0.16,0.11,0.52,0.027,0.001,0,0.002,0.02,0.04,0.04,0.01,0.014,0.0066,0.260666667,0.726333333,109
503,1331M43400,1LL027694600,351,468,25,AB/A,ZF4H6100,1176,13652,264,70,0.264,896,787,19,3.771,3.684,0.16,0.11,0.52,0.027,0.001,0,0.002,0.02,0.04,0.04,0.01,0.014,0.0066,0.260666667,0.726333333,109
504,1331M44500,1LL027695100,402,491,25,AB/A,ZF4H6100,1174,13671,264,70,0.299,874,779,12,3.771,5.833,0.17,0.12,0.54,0.025,0,0,0.002,0.02,0.02,0.04,0.01,0.011,0.0095,0.272666667,0.736666667,95
505,1331M44500,1LL027695200,403,495,26,AB/A,ZF4H6100,1174,13671,264,70,0.299,874,779,12,3.771,5.833,0.17,0.12,0.54,0.025,0,0,0.002,0.02,0.02,0.04,0.01,0.011,0.0095,0.272666667,0.736666667,95
506,1331N04500,1LL027695600,345,462,32.5,AB/A,ZF4H6100,1173,15713,264,70,0.299,1039,822,12,3.771,5.833,0.17,0.16,0.54,0.025,0,0,0.002,0.02,0.04,0.03,0.01,0.01,0.0052,0.272,0.7575,217
